Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,G+A-PK,Rk_stats_keeper,Nation_stats_keeper,Pos_stats_keeper,Comp_stats_keeper,Age_stats_keeper,Born_stats_keeper,MP_stats_keeper,Starts_stats_keeper,Min_stats_keeper,90s_stats_keeper,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt_stats_keeper,PKA,PKsv,PKm,Rk_stats_shooting,Nation_stats_shooting,Pos_stats_shooting,Comp_stats_shooting,Age_stats_shooting,Born_stats_shooting,90s_stats_shooting,Gls_stats_shooting,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK_stats_shooting,PKatt_stats_shooting,Rk_stats_playing_time,Nation_stats_playing_time,Pos_stats_playing_time,Comp_stats_playing_time,Age_stats_playing_time,Born_stats_playing_time,MP_stats_playing_time,Min_stats_playing_time,Mn/MP,Min%,90s_stats_playing_time,Starts_stats_playing_time,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,Rk_stats_misc,Nation_stats_misc,Pos_stats_misc,Comp_stats_misc,Age_stats_misc,Born_stats_misc,90s_stats_misc,CrdY_stats_misc,CrdR_stats_misc,2CrdY,Fls,Fld,Off,Crs,Int,TklW,OG
594,Alieu Fadera,gm GAM,"FW,MF",Cagliari,it Serie A,24.0,2001,3,0,93,1.0,0,0,0,0,0,0,0,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,594,gm GAM,"FW,MF",it Serie A,24-315,2001,1.0,0,4,1,25.0,3.87,0.97,0.00,0.00,0,0,746,gm GAM,"FW,MF",it Serie A,24-315,2001,3,93,31,25.8,1.0,0,,0,3,31,1,2.00,1,0,+1,+0.97,+0.63,594,gm GAM,"FW,MF",it Serie A,24-315,2001,1.0,0,0,0,3,2,0,4,1,1,0
595,Nicolò Fagioli,it ITA,MF,Fiorentina,it Serie A,25.0,2001,4,3,270,3.0,0,1,1,0,0,0,1,0,0.33,,,,,,,,,,,,,,,,,,,,,,,,,595,it ITA,MF,it Serie A,25-214,2001,3.0,0,3,1,33.3,1.00,0.33,0.00,0.00,0,0,748,it ITA,MF,it Serie A,25-214,2001,4,270,68,75.0,3.0,3,80,2,1,29,0,0.75,5,8,-3,-1.00,+2.00,595,it ITA,MF,it Serie A,25-214,2001,3.0,1,0,0,4,3,0,9,5,5,0
596,Romain Faivre,fr FRA,FW,Auxerre,fr Ligue 1,28.0,1998,4,2,170,1.9,0,1,1,0,0,0,0,0,0.53,,,,,,,,,,,,,,,,,,,,,,,,,596,fr FRA,FW,fr Ligue 1,28-062,1998,1.9,0,4,1,25.0,2.12,0.53,0.00,0.00,0,0,749,fr FRA,FW,fr Ligue 1,28-062,1998,4,170,43,47.2,1.9,2,68,0,2,17,0,0.75,3,6,-3,-1.59,-0.17,596,fr FRA,FW,fr Ligue 1,28-062,1998,1.9,0,0,0,2,0,2,7,0,2,0
597,Wladimiro Falcone,it ITA,GK,Lecce,it Serie A,31.0,1995,4,4,360,4.0,0,0,0,0,0,0,1,0,0.00,28,it ITA,GK,it Serie A,31-155,1995,4,4,360,4.0,7,1.75,33,26,78.8,2,0,2,1,25.0,0,0,0,0,597,it ITA,GK,it Serie A,31-155,1995,4.0,0,0,0,,0.00,0.00,,,0,0,750,it ITA,GK,it Serie A,31-155,1995,4,360,90,100.0,4.0,4,90,4,0,,0,1.50,5,7,-2,-0.50,,597,it ITA,GK,it Serie A,31-155,1995,4.0,1,0,0,0,1,0,0,0,0,0
598,Soufiane El-Faouzi,de GER,MF,Schalke 04,de Bundesliga,24.0,2002,3,3,270,3.0,0,0,0,0,0,0,0,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,598,de GER,MF,de Bundesliga,24-063,2002,3.0,0,5,3,60.0,1.67,1.00,0.00,0.00,0,0,752,de GER,MF,de Bundesliga,24-063,2002,3,270,90,100.0,3.0,3,90,3,0,,0,1.33,3,4,-1,-0.33,,598,de GER,MF,de Bundesliga,24-063,2002,3.0,0,0,0,3,3,0,3,6,5,0
599,Abdul Fatawu Issahaku,gh GHA,MF,Ipswich Town,eng Premier League,22.0,2004,4,4,286,3.2,0,1,1,0,0,0,2,0,0.31,,,,,,,,,,,,,,,,,,,,,,,,,599,gh GHA,MF,eng Premier League,22-190,2004,3.2,0,2,0,0.0,0.63,0.00,0.00,,0,0,756,gh GHA,MF,eng Premier League,22-190,2004,4,286,72,79.4,3.2,4,72,0,0,,0,1.50,4,9,-5,-1.57,-4.01,599,gh GHA,MF,eng Premier League,22-190,2004,3.2,2,0,0,8,6,1,23,2,5,0
600,Costantino Favasuli,it ITA,MF,Napoli,it Serie A,22.0,2004,1,0,45,0.5,0,1,1,0,0,0,0,0,2.00,,,,,,,,,,,,,,,,,,,,,,,,,600,it ITA,MF,it Serie A,22-141,2004,0.5,0,1,1,100.0,2.00,2.00,0.00,0.00,0,0,757,it ITA,MF,it Serie A,22-141,2004,1,45,45,12.5,0.5,0,,0,1,45,3,3.00,1,0,+1,+2.00,+2.00,600,it ITA,MF,it Serie A,22-141,2004,0.5,0,0,0,1,0,0,2,0,1,0
601,Abdoulaye Faye,sn SEN,DF,Celta Vigo,es La Liga,21.0,2004,1,1,45,0.5,0,0,0,0,0,0,0,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,601,sn SEN,DF,es La Liga,21-357,2004,0.5,0,0,0,,0.00,0.00,,,0,0,758,sn SEN,DF,es La Liga,21-357,2004,1,45,45,8.3,0.5,1,45,0,0,,4,0.00,0,2,-2,-4.00,-3.82,601,sn SEN,DF,es La Liga,21-357,2004,0.5,0,0,0,1,0,0,0,1,0,0
602,Souleymane Faye,sn SEN,FW,Lorient,fr Ligue 1,23.0,2003,2,0,40,0.4,0,0,0,0,0,0,0,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,602,sn SEN,FW,fr Ligue 1,23-218,2003,0.4,0,2,0,0.0,4.50,0.00,0.00,,0,0,759,sn SEN,FW,fr Ligue 1,23-218,2003,2,40,20,11.1,0.4,0,,0,2,20,2,0.50,0,0,0,0.00,0.00,602,sn SEN,FW,fr Ligue 1,23-218,2003,0.4,0,0,0,0,2,0,0,1,1,0
603,Jacopo Fazzini,it ITA,MF,Cagliari,it Serie A,23.0,2003,4,4,237,2.6,0,1,1,0,0,0,1,0,0.38,,,,,,,,,,,,,,,,,,,,,,,,,603,it ITA,MF,it Serie A,23-182,2003,2.6,0,4,1,25.0,1.52,0.38,0.00,0.00,0,0,761,it ITA,MF,it Serie A,23-182,2003,4,237,59,65.8,2.6,4,59,0,0,,0,2.25,2,2,0,0.00,-1.46,603,it ITA,MF,it Serie A,23-182,2003,2.6,1,0,0,3,3,0,11,4,2,0
604,Aleix Febas,es ESP,MF,Celta Vigo,es La Liga,30.0,1996,2,2,166,1.8,0,0,0,0,0,0,0,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,604,es ESP,MF,es La Liga,30-224,1996,1.8,0,1,1,100.0,0.54,0.54,0.00,0.00,0,0,762,es ESP,MF,es La Liga,30-224,1996,2,166,83,30.7,1.8,2,83,1,0,,1,0.50,0,2,-2,-1.08,-0.84,604,es ESP,MF,es La Liga,30-224,1996,1.8,0,0,0,5,7,1,0,1,2,0
605,Mattia Felici,it ITA,MF,Cagliari,it Serie A,25.0,2001,2,0,38,0.4,0,0,0,0,0,0,0,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,605,it ITA,MF,it Serie A,25-150,2001,0.4,0,1,1,100.0,2.37,2.37,0.00,0.00,0,0,763,it ITA,MF,it Serie A,25-150,2001,2,38,19,10.6,0.4,0,,0,2,19,1,3.00,1,0,+1,+2.37,+2.09,605,it ITA,MF,it Serie A,25-150,2001,0.4,0,0,0,1,0,1,1,0,0,0
606,Pedro Felipe,br BRA,DF,Racing Sant,es La Liga,22.0,2004,2,1,16,0.2,0,0,0,0,0,0,0,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,606,br BRA,DF,es La Liga,22-114,2004,0.2,0,0,0,,0.00,0.00,,,0,0,764,br BRA,DF,es La Liga,22-114,2004,2,16,8,3.6,0.2,1,15,0,1,1,1,2.00,0,0,0,0.00,0.00,606,br BRA,DF,es La Liga,22-114,2004,0.2,0,0,0,0,0,0,0,0,0,0
607,Ohis Felix Uduokhai,de GER,DF,Union Berlin,de Bundesliga,29.0,1997,2,2,180,2.0,0,0,0,0,0,0,2,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,607,de GER,DF,de Bundesliga,29-005,1997,2.0,0,2,0,0.0,1.00,0.00,0.00,,0,0,765,de GER,DF,de Bundesliga,29-005,1997,2,180,90,66.7,2.0,2,90,2,0,,1,0.00,1,7,-6,-3.00,-3.00,607,de GER,DF,de Bundesliga,29-005,1997,2.0,2,0,0,5,4,1,0,1,1,0
608,Robin Fellhauer,de GER,MF,Augsburg,de Bundesliga,28.0,1998,3,3,211,2.3,1,0,1,1,0,0,0,0,0.43,,,,,,,,,,,,,,,,,,,,,,,,,608,de GER,MF,de Bundesliga,28-236,1998,2.3,1,5,2,40.0,2.13,0.85,0.20,0.50,0,0,766,de GER,MF,de Bundesliga,28-236,1998,3,211,70,78.1,2.3,3,70,0,0,,0,2.33,5,2,+3,+1.28,-3.30,608,de GER,MF,de Bundesliga,28-236,1998,2.3,0,0,0,2,1,1,5,2,0,0
609,Kiko Femenía,es ESP,"DF,MF",Getafe,es La Liga,35.0,1991,3,3,138,1.5,0,0,0,0,0,0,0,1,0.00,,,,,,,,,,,,,,,,,,,,,,,,,609,es ESP,"DF,MF",es La Liga,35-224,1991,1.5,0,0,0,,0.00,0.00,,,0,0,767,es ESP,"DF,MF",es La Liga,35-224,1991,3,138,46,30.7,1.5,3,46,1,0,,0,0.33,0,1,-1,-0.65,-0.08,609,es ESP,"DF,MF",es La Liga,35-224,1991,1.5,0,1,0,2,1,0,6,1,2,0
610,Lewis Ferguson,sct SCO,MF,Bologna,it Serie A,27.0,1999,4,4,360,4.0,0,0,0,0,0,0,0,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,610,sct SCO,MF,it Serie A,27-021,1999,4.0,0,3,1,33.3,0.75,0.25,0.00,0.00,0,0,768,sct SCO,MF,it Serie A,27-021,1999,4,360,90,100.0,4.0,4,90,4,0,,0,0.25,2,5,-3,-0.75,,610,sct SCO,MF,it Serie A,27-021,1999,4.0,0,0,0,10,3,2,4,3,6,0
611,Bruno Fernandes,pt POR,MF,Manchester Utd,eng Premier League,32.0,1994,4,4,360,4.0,3,1,4,2,1,1,0,0,0.75,,,,,,,,,,,,,,,,,,,,,,,,,611,pt POR,MF,eng Premier League,32-006,1994,4.0,3,16,5,31.3,4.00,1.25,0.19,0.60,1,1,769,pt POR,MF,eng Premier League,32-006,1994,4,360,90,100.0,4.0,4,90,4,0,,0,1.00,7,7,0,0.00,,611,pt POR,MF,eng Premier League,32-006,1994,4.0,0,0,0,3,1,0,25,1,2,0
612,Mateus Fernandes,pt POR,MF,Tottenham,eng Premier League,22.0,2004,4,2,204,2.3,0,0,0,0,0,0,1,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,612,pt POR,MF,eng Premier League,22-066,2004,2.3,0,4,1,25.0,1.76,0.44,0.00,0.00,0,0,770,pt POR,MF,eng Premier League,22-066,2004,4,204,51,56.7,2.3,2,76,1,2,26,0,0.50,0,3,-3,-1.32,-0.17,612,pt POR,MF,eng Premier League,22-066,2004,2.3,1,0,0,8,1,0,8,0,4,0
613,Dro Fernández,es ESP,MF,Paris SG,fr Ligue 1,18.0,2008,3,0,42,0.5,0,0,0,0,0,0,1,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,613,es ESP,MF,fr Ligue 1,18-245,2008,0.5,0,0,0,,0.00,0.00,,,0,0,773,es ESP,MF,fr Ligue 1,18-245,2008,3,42,14,11.7,0.5,0,,0,3,14,1,1.33,2,1,+1,+2.14,+2.43,613,es ESP,MF,fr Ligue 1,18-245,2008,0.5,1,0,0,1,1,0,0,1,3,0
614,Enzo Fernández,ar ARG,MF,Manchester City,eng Premier League,25.0,2001,2,2,156,1.7,0,0,0,0,0,0,1,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,614,ar ARG,MF,eng Premier League,25-240,2001,1.7,0,4,1,25.0,2.31,0.58,0.00,0.00,0,0,774,ar ARG,MF,eng Premier League,25-240,2001,2,156,78,43.3,1.7,2,78,0,0,,0,3.00,2,0,+2,+1.15,-0.61,614,ar ARG,MF,eng Premier League,25-240,2001,1.7,1,0,0,4,5,1,5,3,1,0
615,Enzo Fernández,ar ARG,MF,Chelsea,eng Premier League,25.0,2001,1,0,26,0.3,0,0,0,0,0,0,0,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,615,ar ARG,MF,eng Premier League,25-240,2001,0.3,0,0,0,,0.00,0.00,,,0,0,775,ar ARG,MF,eng Premier League,25-240,2001,1,26,26,7.2,0.3,0,,0,1,26,0,3.00,0,0,0,0.00,-0.27,615,ar ARG,MF,eng Premier League,25-240,2001,0.3,0,0,0,0,1,0,0,0,0,0
616,Ezequiél Fernández,ar ARG,MF,Leverkusen,de Bundesliga,24.0,2002,3,3,199,2.2,1,0,1,1,0,0,0,0,0.45,,,,,,,,,,,,,,,,,,,,,,,,,616,ar ARG,MF,de Bundesliga,24-051,2002,2.2,1,5,1,20.0,2.26,0.45,0.20,1.00,0,0,776,ar ARG,MF,de Bundesliga,24-051,2002,3,199,66,73.7,2.2,3,66,0,0,,0,1.33,5,5,0,0.00,-3.80,616,ar ARG,MF,de Bundesliga,24-051,2002,2.2,0,0,0,1,5,2,1,3,4,0
617,Marcos Fernández,es ESP,MF,Espanyol,es La Liga,23.0,2003,4,1,123,1.4,1,1,2,1,0,0,1,0,1.46,,,,,,,,,,,,,,,,,,,,,,,,,617,es ESP,MF,es La Liga,23-120,2003,1.4,1,7,3,42.9,5.12,2.20,0.14,0.33,0,0,777,es ESP,MF,es La Liga,23-120,2003,4,123,31,27.3,1.4,1,65,0,3,19,1,1.75,3,1,+2,+1.46,+1.19,617,es ESP,MF,es La Liga,23-120,2003,1.4,1,0,0,6,1,1,1,0,1,0
618,Pelayo Fernandez,es ESP,DF,Rayo Vallecano,es La Liga,23.0,2003,2,1,67,0.7,0,0,0,0,0,0,0,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,618,es ESP,DF,es La Liga,23-138,2003,0.7,0,0,0,,0.00,0.00,,,0,0,778,es ESP,DF,es La Liga,23-138,2003,2,67,34,14.9,0.7,1,54,0,1,13,3,0.50,1,1,0,0.00,+1.41,618,es ESP,DF,es La Liga,23-138,2003,0.7,0,0,0,4,0,0,0,1,0,0
619,Roberto Férnandez,es ESP,FW,Espanyol,es La Liga,24.0,2002,5,5,431,4.8,5,0,5,5,0,0,0,0,1.04,,,,,,,,,,,,,,,,,,,,,,,,,619,es ESP,FW,es La Liga,24-073,2002,4.8,5,11,5,45.5,2.30,1.04,0.45,1.00,0,0,780,es ESP,FW,es La Liga,24-073,2002,5,431,86,95.8,4.8,5,86,3,0,,0,1.40,8,5,+3,+0.63,+0.63,619,es ESP,FW,es La Liga,24-073,2002,4.8,0,0,0,8,8,0,1,1,2,0
620,Thiago Fernández,ar ARG,MF,Levante,es La Liga,22.0,2004,3,3,224,2.5,0,0,0,0,0,0,0,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,620,ar ARG,MF,es La Liga,22-164,2004,2.5,0,5,1,20.0,2.01,0.40,0.00,0.00,0,0,781,ar ARG,MF,es La Liga,22-164,2004,3,224,75,49.8,2.5,3,75,0,0,,1,1.67,4,2,+2,+0.80,+2.40,620,ar ARG,MF,es La Liga,22-164,2004,2.5,0,0,0,1,0,1,5,3,4,0
621,Toni Fernández,es ESP,MF,Venezia,it Serie A,18.0,2008,2,0,56,0.6,0,0,0,0,0,0,0,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,621,es ESP,MF,it Serie A,18-061,2008,0.6,0,0,0,,0.00,0.00,,,0,0,782,es ESP,MF,it Serie A,18-061,2008,2,56,28,15.6,0.6,0,,0,2,28,0,0.00,3,2,+1,+1.61,+3.98,621,es ESP,MF,it Serie A,18-061,2008,0.6,0,0,0,1,0,0,1,0,0,0
622,Matias Fernandez-Pardo,be BEL,"FW,MF",Newcastle,eng Premier League,21.0,2005,1,0,28,0.3,0,0,0,0,0,0,0,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,622,be BEL,"FW,MF",eng Premier League,21-223,2005,0.3,0,0,0,,0.00,0.00,,,0,0,783,be BEL,"FW,MF",eng Premier League,21-223,2005,1,28,28,10.4,0.3,0,,0,1,28,0,1.00,1,0,+1,+3.21,+2.84,622,be BEL,"FW,MF",eng Premier League,21-223,2005,0.3,0,0,0,1,1,0,1,0,0,0
623,Álvaro Fidalgo,mx MEX,MF,Real Betis,es La Liga,29.0,1997,1,0,31,0.3,0,0,0,0,0,0,0,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,623,mx MEX,MF,es La Liga,29-158,1997,0.3,0,0,0,,0.00,0.00,,,0,0,785,mx MEX,MF,es La Liga,29-158,1997,1,31,31,8.6,0.3,0,,0,1,31,3,3.00,1,0,+1,+2.90,+3.18,623,mx MEX,MF,es La Liga,29-158,1997,0.3,0,0,0,0,0,0,0,0,1,0
624,Seydou Fini,it ITA,MF,Frosinone,it Serie A,20.0,2006,4,3,178,2.0,0,0,0,0,0,0,0,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,624,it ITA,MF,it Serie A,20-104,2006,2.0,0,2,1,50.0,1.01,0.51,0.00,0.00,0,0,786,it ITA,MF,it Serie A,20-104,2006,4,178,45,49.4,2.0,3,53,0,1,19,0,1.75,4,1,+3,+1.52,+1.52,624,it ITA,MF,it Serie A,20-104,2006,2.0,0,0,0,4,4,2,4,2,1,0
625,Max Finkgräfe,de GER,DF,RB Leipzig,de Bundesliga,22.0,2004,1,0,13,0.1,0,0,0,0,0,0,0,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,625,de GER,DF,de Bundesliga,22-171,2004,0.1,0,0,0,,0.00,0.00,,,0,0,787,de GER,DF,de Bundesliga,22-171,2004,1,13,13,4.8,0.1,0,,0,1,13,2,3.00,0,0,0,0.00,-2.10,625,de GER,DF,de Bundesliga,22-171,2004,0.1,0,0,0,1,0,0,0,0,0,0
626,Junior Firpo,do DOM,DF,Real Betis,es La Liga,30.0,1996,1,1,58,0.6,0,0,0,0,0,0,1,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,626,do DOM,DF,es La Liga,30-023,1996,0.6,0,0,0,,0.00,0.00,,,0,0,788,do DOM,DF,es La Liga,30-023,1996,1,58,58,16.1,0.6,1,58,0,0,,2,3.00,0,0,0,0.00,0.00,626,do DOM,DF,es La Liga,30-023,1996,0.6,1,0,0,1,1,0,2,0,0,0
627,Kian Fitz-Jim,nl NED,MF,Torino,it Serie A,23.0,2003,3,3,270,3.0,0,0,0,0,0,0,0,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,627,nl NED,MF,it Serie A,23-071,2003,3.0,0,2,0,0.0,0.67,0.00,0.00,,0,0,789,nl NED,MF,it Serie A,23-071,2003,3,270,90,100.0,3.0,3,90,3,0,,0,1.00,4,5,-1,-0.33,,627,nl NED,MF,it Serie A,23-071,2003,3.0,0,0,0,0,3,0,4,2,2,0
628,Mark Flekken,nl NED,GK,Leverkusen,de Bundesliga,33.0,1993,3,3,270,3.0,0,0,0,0,0,0,0,0,0.00,29,nl NED,GK,de Bundesliga,33-093,1993,3,3,270,3.0,5,1.67,11,6,54.5,1,1,1,1,33.3,0,0,0,0,628,nl NED,GK,de Bundesliga,33-093,1993,3.0,0,0,0,,0.00,0.00,,,0,0,790,nl NED,GK,de Bundesliga,33-093,1993,3,270,90,100.0,3.0,3,90,3,0,,0,1.33,8,5,+3,+1.00,,628,nl NED,GK,de Bundesliga,33-093,1993,3.0,0,0,0,0,0,0,0,0,0,0
629,Zian Flemming,nl NED,"FW,MF",Ipswich Town,eng Premier League,28.0,1998,2,0,53,0.6,1,0,1,1,0,0,0,0,1.70,,,,,,,,,,,,,,,,,,,,,,,,,629,nl NED,"FW,MF",eng Premier League,28-044,1998,0.6,1,4,3,75.0,6.79,5.09,0.25,0.33,0,0,791,nl NED,"FW,MF",eng Premier League,28-044,1998,2,53,27,14.7,0.6,0,,0,2,27,0,1.50,1,1,0,0.00,+0.88,629,nl NED,"FW,MF",eng Premier League,28-044,1998,0.6,0,0,0,2,0,1,0,0,0,0
630,Romano Floriani,it ITA,DF,Lazio,it Serie A,23.0,2003,4,3,324,3.6,0,0,0,0,0,0,1,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,630,it ITA,DF,it Serie A,23-230,2003,3.6,0,1,0,0.0,0.28,0.00,0.00,,0,0,792,it ITA,DF,it Serie A,23-230,2003,4,324,81,90.0,3.6,3,84,1,1,72,0,2.50,6,3,+3,+0.83,+0.83,630,it ITA,DF,it Serie A,23-230,2003,3.6,1,0,0,6,1,1,8,5,4,0
631,Phil Foden,eng ENG,MF,Manchester City,eng Premier League,26.0,2000,4,3,218,2.4,0,2,2,0,0,0,1,1,0.83,,,,,,,,,,,,,,,,,,,,,,,,,631,eng ENG,MF,eng Premier League,26-109,2000,2.4,0,6,1,16.7,2.48,0.41,0.00,0.00,0,0,793,eng ENG,MF,eng Premier League,26-109,2000,4,218,55,60.6,2.4,3,64,1,1,25,0,3.00,4,2,+2,+0.83,-1.71,631,eng ENG,MF,eng Premier League,26-109,2000,2.4,1,1,0,4,6,0,12,0,2,0
632,Manga Foe Ondoa,fr FRA,MF,Monza,it Serie A,20.0,2005,2,2,143,1.6,0,0,0,0,0,0,0,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,632,fr FRA,MF,it Serie A,20-276,2005,1.6,0,2,1,50.0,1.26,0.63,0.00,0.00,0,0,794,fr FRA,MF,it Serie A,20-276,2005,2,143,72,39.7,1.6,2,72,1,0,,2,0.00,2,7,-5,-3.15,-3.15,632,fr FRA,MF,it Serie A,20-276,2005,1.6,0,0,0,2,0,0,0,2,2,0
633,Malick Fofana,be BEL,"FW,MF",Sunderland,eng Premier League,21.0,2005,2,0,32,0.4,0,0,0,0,0,0,0,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,633,be BEL,"FW,MF",eng Premier League,21-167,2005,0.4,0,0,0,,0.00,0.00,,,0,0,795,be BEL,"FW,MF",eng Premier League,21-167,2005,2,32,16,8.9,0.4,0,,0,2,16,0,0.50,1,1,0,0.00,+0.55,633,be BEL,"FW,MF",eng Premier League,21-167,2005,0.4,0,0,0,2,0,0,4,0,0,0
634,Malick Fofana,be BEL,"FW,MF",Lyon,fr Ligue 1,21.0,2005,2,0,58,0.6,1,0,1,1,0,0,0,0,1.55,,,,,,,,,,,,,,,,,,,,,,,,,634,be BEL,"FW,MF",fr Ligue 1,21-167,2005,0.6,1,3,1,33.3,4.66,1.55,0.33,1.00,0,0,796,be BEL,"FW,MF",fr Ligue 1,21-167,2005,2,58,29,16.1,0.6,0,,0,2,29,0,2.00,3,1,+2,+3.10,+2.51,634,be BEL,"FW,MF",fr Ligue 1,21-167,2005,0.6,0,0,0,1,2,0,7,0,1,0
635,Rayan Fofana,fr FRA,MF,Le Havre,fr Ligue 1,20.0,2006,2,0,57,0.6,1,0,1,0,1,1,0,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,635,fr FRA,MF,fr Ligue 1,20-214,2006,0.6,1,3,1,33.3,4.74,1.58,0.33,1.00,1,1,797,fr FRA,MF,fr Ligue 1,20-214,2006,2,57,29,15.8,0.6,0,,0,2,29,0,0.50,1,0,+1,+1.58,+2.47,635,fr FRA,MF,fr Ligue 1,20-214,2006,0.6,0,0,0,1,1,0,3,0,0,0
636,Wesley Fofana,fr FRA,DF,Chelsea,eng Premier League,25.0,2000,3,3,242,2.7,0,0,0,0,0,0,1,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,636,fr FRA,DF,eng Premier League,25-271,2000,2.7,0,0,0,,0.00,0.00,,,0,0,800,fr FRA,DF,eng Premier League,25-271,2000,3,242,81,67.2,2.7,3,81,1,0,,0,1.33,6,6,0,0.00,-0.76,636,fr FRA,DF,eng Premier League,25-271,2000,2.7,1,0,0,4,4,0,1,5,4,0
637,Youssouf Fofana,fr FRA,MF,Sevilla,es La Liga,27.0,1999,2,1,107,1.2,0,0,0,0,0,0,0,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,637,fr FRA,MF,es La Liga,27-247,1999,1.2,0,4,1,25.0,3.36,0.84,0.00,0.00,0,0,801,fr FRA,MF,es La Liga,27-247,1999,2,107,54,23.8,1.2,1,70,0,1,37,0,2.00,1,1,0,0.00,-0.52,637,fr FRA,MF,es La Liga,27-247,1999,1.2,0,0,0,1,1,0,0,2,1,0
638,Michael Folorunsho,it ITA,MF,Monza,it Serie A,28.0,1998,3,2,217,2.4,0,0,0,0,0,0,1,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,638,it ITA,MF,it Serie A,28-219,1998,2.4,0,6,0,0.0,2.49,0.00,0.00,,0,0,802,it ITA,MF,it Serie A,28-219,1998,3,217,72,60.3,2.4,2,90,2,1,37,0,0.33,4,4,0,0.00,+3.15,638,it ITA,MF,it Serie A,28-219,1998,2.4,1,0,0,4,7,0,5,3,3,0
639,Pablo Fornals,es ESP,MF,Real Betis,es La Liga,30.0,1996,4,3,292,3.2,0,0,0,0,0,0,0,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,639,es ESP,MF,es La Liga,30-204,1996,3.2,0,6,0,0.0,1.85,0.00,0.00,,0,0,803,es ESP,MF,es La Liga,30-204,1996,4,292,73,81.1,3.2,3,86,2,1,34,0,2.25,2,2,0,0.00,0.00,639,es ESP,MF,es La Liga,30-204,1996,3.2,0,0,0,2,3,0,17,4,2,0
640,Omari Forson,eng ENG,MF,Monza,it Serie A,22.0,2004,4,1,97,1.1,0,0,0,0,0,0,0,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,640,eng ENG,MF,it Serie A,22-056,2004,1.1,0,2,0,0.0,1.86,0.00,0.00,,0,0,804,eng ENG,MF,it Serie A,22-056,2004,4,97,24,26.9,1.1,1,53,0,3,15,0,0.25,2,0,+2,+1.86,+4.25,640,eng ENG,MF,it Serie A,22-056,2004,1.1,0,0,0,0,2,1,11,0,0,0
641,Héctor Fort,es ESP,DF,Real Sociedad,es La Liga,20.0,2006,1,0,10,0.1,0,0,0,0,0,0,0,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,641,es ESP,DF,es La Liga,20-043,2006,0.1,0,0,0,,0.00,0.00,,,0,0,805,es ESP,DF,es La Liga,20-043,2006,1,10,10,1.9,0.1,0,,0,1,10,2,3.00,1,0,+1,+9.00,+10.02,641,es ESP,DF,es La Liga,20-043,2006,0.1,0,0,0,0,0,0,0,1,0,0
642,Niccolò Fortini,it ITA,"MF,DF",Torino,it Serie A,20.0,2006,3,2,148,1.6,0,0,0,0,0,0,0,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,642,it ITA,"MF,DF",it Serie A,20-213,2006,1.6,0,1,0,0.0,0.61,0.00,0.00,,0,0,806,it ITA,"MF,DF",it Serie A,20-213,2006,3,148,49,54.8,1.6,2,64,0,1,21,0,1.00,2,2,0,0.00,+0.74,642,it ITA,"MF,DF",it Serie A,20-213,2006,1.6,0,0,0,0,3,0,8,0,2,0
